critic,country,org,movie_name,movie_director,movie_year,d1,d2,d1_url,direc_birthyear,birth_place,d_countries,age
Mauricio Reina,Colombia,El Tiempo,WALL-E ,Andrew Stanton,2008.0,Andrew Stanton,,/name/nm0004056/,1965.0,"Boston, Massachusetts, USA", USA,54.0
Mauricio Reina,Colombia,El Tiempo,District 9 ,Neill Blomkamp,2009.0,Neill Blomkamp,,/name/nm0088955/,1979.0,"Johannesburg, South Africa", South Africa,40.0
Scott Renshaw,US,Salt Lake City Weekly,Certified Copy ,Abbas Kiarostami,2010.0,Abbas Kiarostami,,/name/nm0452102/,1940.0,"Tehran, Iran", Iran,79.0
Scott Renshaw,US,Salt Lake City Weekly,Inside Llewyn Davis ,Joel and Ethan Coen,2013.0,Joel, Ethan Coen,/name/nm0001054/,1954.0,"Minneapolis, Minnesota, USA", USA,65.0
Scott Renshaw,US,Salt Lake City Weekly,The Master ,Paul Thomas Anderson,2012.0,Paul Thomas Anderson,,/name/nm0000759/,1970.0,"Studio City, California, USA", USA,49.0
Scott Renshaw,US,Salt Lake City Weekly,In the Mood for Love ,Wong Kar-wai,2000.0,Wong Kar-wai,,/name/nm0939182/,1956.0,"Shanghai, China", China,63.0
Scott Renshaw,US,Salt Lake City Weekly,It's Such a Beautiful Day ,Don Hertzfeldt,2012.0,Don Hertzfeldt,,/name/nm0381116/,1976.0,"Fremont, California, USA", USA,43.0
Scott Renshaw,US,Salt Lake City Weekly,The Deep Blue Sea ,Terence Davies,2011.0,Terence Davies,,/name/nm0203993/,1945.0,"Liverpool, England, UK", UK,74.0
Scott Renshaw,US,Salt Lake City Weekly,Eternal Sunshine of the Spotless Mind ,Michel Gondry,2004.0,Michel Gondry,,/name/nm0327273/,1963.0,"Versailles, Seine-et-Oise [now Yvelines], France", France,56.0
Scott Renshaw,US,Salt Lake City Weekly,Sita Sings the Blues ,Nina Paley,2008.0,Nina Paley,,/name/nm1315434/,1968.0,"Champaign, Illinois, USA", USA,51.0
Scott Renshaw,US,Salt Lake City Weekly,The Babadook ,Jennifer Kent,2014.0,Jennifer Kent,,/name/nm0448768/,,,,
Scott Renshaw,US,Salt Lake City Weekly,Holy Motors ,Leos Carax,2012.0,Leos Carax,,/name/nm0136021/,1960.0,"Suresnes, Seine [now Hauts-de-Seine], France", France,59.0
Katey Rich,US,Vanity Fair,Eternal Sunshine of the Spotless Mind ,Michel Gondry,2004.0,Michel Gondry,,/name/nm0327273/,1963.0,"Versailles, Seine-et-Oise [now Yvelines], France", France,56.0
Katey Rich,US,Vanity Fair,WALL-E ,Andrew Stanton,2008.0,Andrew Stanton,,/name/nm0004056/,1965.0,"Boston, Massachusetts, USA", USA,54.0
Katey Rich,US,Vanity Fair,In the Mood for Love ,Wong Kar-wai,2000.0,Wong Kar-wai,,/name/nm0939182/,1956.0,"Shanghai, China", China,63.0
Katey Rich,US,Vanity Fair,There Will Be Blood ,Paul Thomas Anderson,2007.0,Paul Thomas Anderson,,/name/nm0000759/,1970.0,"Studio City, California, USA", USA,49.0
Katey Rich,US,Vanity Fair,Take This Waltz ,Sarah Polley,2011.0,Sarah Polley,,/name/nm0001631/,1979.0,"Toronto, Ontario, Canada", Canada,40.0
Katey Rich,US,Vanity Fair,The Diving Bell and the Butterfly ,Julian Schnabel,2007.0,Julian Schnabel,,/name/nm0773603/,1951.0,"Brooklyn, New York, USA", USA,68.0
Katey Rich,US,Vanity Fair,Son of Saul ,László Nemes,2015.0,László Nemes,,/name/nm1841577/,1977.0,"Budapest, Hungary", Hungary,42.0
Katey Rich,US,Vanity Fair,Man on Wire ,James Marsch,2008.0,James Marsch,,/name/nm3193396/,,,,
Katey Rich,US,Vanity Fair,"4 Months, 3 Weeks & 2 Days ",Cristian Mungiu,2007.0,Cristian Mungiu,,/name/nm0612816/,1968.0,"Iasi, Romania", Romania,51.0
Katey Rich,US,Vanity Fair,Avatar ,James Cameron,2009.0,James Cameron,,/name/nm0000116/,1954.0,"Kapuskasing, Ontario, Canada", Canada,65.0
Carrie Rickey,US,Freelance film critic,"Crouching Tiger, Hidden Dragon ",Ang Lee,2000.0,Ang Lee,,/name/nm0000487/,1954.0,"Pingtung, Taiwan", Taiwan,65.0
Carrie Rickey,US,Freelance film critic,Bend It Like Beckham ,Gurinder Chadha,2002.0,Gurinder Chadha,,/name/nm0149446/,1960.0,"Nairobi, Kenya", Kenya,59.0
Carrie Rickey,US,Freelance film critic,Her ,Spike Jonze,2013.0,Spike Jonze,,/name/nm0005069/,1969.0,"Rockville, Maryland, USA", USA,50.0
Carrie Rickey,US,Freelance film critic,Ida ,Paweł Pawlikowski,2013.0,Paweł Pawlikowski,,/name/nm0667734/,1957.0,"Warsaw, Mazowieckie, Poland", Poland,62.0
Carrie Rickey,US,Freelance film critic,The Namesake ,Mira Nair,2006.0,Mira Nair,,/name/nm0619762/,1957.0,"Bhubaneshwar, Orissa, India", India,62.0
Carrie Rickey,US,Freelance film critic,The New World ,Terrence Malick,2005.0,Terrence Malick,,/name/nm0000517/,1943.0,"Ottawa, Illinois, USA", USA,76.0
Carrie Rickey,US,Freelance film critic,Pan's Labyrinth ,Guillermo Del Toro,2006.0,Guillermo Del Toro,,/name/nm0868219/,1964.0,"Guadalajara, Jalisco, Mexico", Mexico,55.0
Carrie Rickey,US,Freelance film critic,Paradise Now ,Hany Abu-Assad,2005.0,Hany Abu-Assad,,/name/nm0009463/,1961.0,"Nazareth, Israel", Israel,58.0
Carrie Rickey,US,Freelance film critic,Selma ,Ava DuVernay,2014.0,Ava DuVernay,,/name/nm1148550/,1972.0,"Long Beach, California, USA", USA,47.0
Carrie Rickey,US,Freelance film critic,The Social Network ,David Fincher,2010.0,David Fincher,,/name/nm0000399/,1962.0,"Denver, Colorado, USA", USA,57.0
Sam Rigby,UK,BBC Culture,Eternal Sunshine of the Spotless Mind ,Michel Gondry,2004.0,Michel Gondry,,/name/nm0327273/,1963.0,"Versailles, Seine-et-Oise [now Yvelines], France", France,56.0
Sam Rigby,UK,BBC Culture,Brokeback Mountain ,Ang Lee,2005.0,Ang Lee,,/name/nm0000487/,1954.0,"Pingtung, Taiwan", Taiwan,65.0
Sam Rigby,UK,BBC Culture,The Dark Knight ,Christopher Nolan,2008.0,Christopher Nolan,,/name/nm0634240/,1970.0,"London, England, UK", UK,49.0
Sam Rigby,UK,BBC Culture,Finding Nemo ,Andrew Stanton and Lee Unkrich,2003.0,Andrew Stanton, Lee Unkrich,/name/nm0004056/,1965.0,"Boston, Massachusetts, USA", USA,54.0
Sam Rigby,UK,BBC Culture,Whiplash ,Damien Chazelle,2014.0,Damien Chazelle,,/name/nm3227090/,1985.0,"Providence, Rhode Island, USA", USA,34.0
Sam Rigby,UK,BBC Culture,Shame ,Steve McQueen,2011.0,Steve McQueen,,/name/nm0000537/,1930.0,"Beech Grove, Indiana, USA", USA,89.0
Sam Rigby,UK,BBC Culture,Revolutionary Road ,Sam Mendes,2008.0,Sam Mendes,,/name/nm0005222/,1965.0,"Reading, Berkshire, England, UK", UK,54.0
Sam Rigby,UK,BBC Culture,Inside Llewyn Davis ,Joel and Ethan Coen,2013.0,Joel, Ethan Coen,/name/nm0001054/,1954.0,"Minneapolis, Minnesota, USA", USA,65.0
Sam Rigby,UK,BBC Culture,Weekend ,Andrew Haigh,2011.0,Andrew Haigh,,/name/nm0354091/,1973.0,"Harrogate, North Yorkshire, England, UK", UK,46.0
Sam Rigby,UK,BBC Culture,Persepolis ,Vincent Paronnaud and Marjane Satrapi,2007.0,Vincent Paronnaud, Marjane Satrapi,/name/nm1749112/,,,,
Antonio Mazón Robau,Cuba,Cinemateca de Cuba,In the Mood for Love ,Wong Kar-wai,2000.0,Wong Kar-wai,,/name/nm0939182/,1956.0,"Shanghai, China", China,63.0
Antonio Mazón Robau,Cuba,Cinemateca de Cuba,Son of Saul ,László Nemes,2015.0,László Nemes,,/name/nm1841577/,1977.0,"Budapest, Hungary", Hungary,42.0
Antonio Mazón Robau,Cuba,Cinemateca de Cuba,The Hurt Locker ,Kathryn Bigelow,2008.0,Kathryn Bigelow,,/name/nm0000941/,1951.0,"San Carlos, California, USA", USA,68.0
Antonio Mazón Robau,Cuba,Cinemateca de Cuba,The Beat That My Heart Skipped ,Jacques Audiard,2005.0,Jacques Audiard,,/name/nm0002191/,1952.0,"Paris, France", France,67.0
Antonio Mazón Robau,Cuba,Cinemateca de Cuba,The Edge of Heaven ,Fatih Akin,2007.0,Fatih Akin,,/name/nm0015359/,1973.0,"Hamburg, West Germany", West Germany,46.0
Antonio Mazón Robau,Cuba,Cinemateca de Cuba,Waltz with Bashir ,Ari Folman,2008.0,Ari Folman,,/name/nm0284369/,1962.0,"Haifa, Israel", Israel,57.0
Antonio Mazón Robau,Cuba,Cinemateca de Cuba,Oldboy ,Park Chan-wook,2003.0,Park Chan-wook,,/name/nm0661791/,1963.0,"Seoul, South Korea", South Korea,56.0
Antonio Mazón Robau,Cuba,Cinemateca de Cuba,Good Bye Lenin! ,Wolfgang Becker,2003.0,Wolfgang Becker,,/name/nm0065615/,1954.0,"Hemer, North Rhine-Westphalia, Germany", Germany,65.0
Antonio Mazón Robau,Cuba,Cinemateca de Cuba,Ida ,Paweł Pawlikowski,2013.0,Paweł Pawlikowski,,/name/nm0667734/,1957.0,"Warsaw, Mazowieckie, Poland", Poland,62.0
Antonio Mazón Robau,Cuba,Cinemateca de Cuba,Incendies ,Denis Villeneuve,2010.0,Denis Villeneuve,,/name/nm0898288/,1967.0,"Trois-Rivières, Québec, Canada", Canada,52.0
Tim Robey,UK,The Daily Telegraph,Mulholland Drive ,David Lynch,2001.0,David Lynch,,/name/nm0000186/,1946.0,"Missoula, Montana, USA", USA,73.0
Tim Robey,UK,The Daily Telegraph,"Synecdoche, New York ",Charlie Kaufman,2008.0,Charlie Kaufman,,/name/nm0442109/,1958.0,"New York City, New York, USA", USA,61.0
Tim Robey,UK,The Daily Telegraph,Birth ,Jonathan Glazer,2004.0,Jonathan Glazer,,/name/nm0322242/,1965.0,"London, England, UK", UK,54.0
Tim Robey,UK,The Daily Telegraph,Elena ,Andrey Zvyagintsev,2011.0,Andrey Zvyagintsev,,/name/nm1168657/,1964.0,"Novosibirsk, Novosibirskaya oblast, RSFSR, USSR [now Russia]", USSR [now Russia],55.0
Tim Robey,UK,The Daily Telegraph,Carol ,Todd Haynes,2015.0,Todd Haynes,,/name/nm0001331/,1961.0,"Los Angeles, California, USA", USA,58.0
Tim Robey,UK,The Daily Telegraph,Tabu ,Miguel Gomes,2012.0,Miguel Gomes,,/name/nm0326937/,,,,
Tim Robey,UK,The Daily Telegraph,Master and Commander: The Far Side of the World ,Peter Weir,2003.0,Peter Weir,,/name/nm0001837/,1944.0,"Sydney, New South Wales, Australia", Australia,75.0
Tim Robey,UK,The Daily Telegraph,Margaret ,Kenneth Lonergan,2011.0,Kenneth Lonergan,,/name/nm0518836/,1962.0,"New York City, New York, USA", USA,57.0
Tim Robey,UK,The Daily Telegraph,There Will Be Blood ,Paul Thomas Anderson,2007.0,Paul Thomas Anderson,,/name/nm0000759/,1970.0,"Studio City, California, USA", USA,49.0
Tim Robey,UK,The Daily Telegraph,12 Years a Slave ,Steve McQueen,2013.0,Steve McQueen,,/name/nm0000537/,1930.0,"Beech Grove, Indiana, USA", USA,89.0
Tasha Robinson,US,The Verge,25th Hour ,Spike Lee,2002.0,Spike Lee,,/name/nm0000490/,1957.0,"Atlanta, Georgia, USA", USA,62.0
Tasha Robinson,US,The Verge,City of God ,Fernando Meirelles and Kátia Lund,2002.0,Fernando Meirelles, Kátia Lund,/name/nm0576987/,1955.0,"São Paulo, São Paulo, Brazil", Brazil,64.0
Tasha Robinson,US,The Verge,The Act of Killing ,Joshua Oppenheimer,2012.0,Joshua Oppenheimer,,/name/nm1484791/,1974.0,"Texas, USA", USA,45.0
Tasha Robinson,US,The Verge,The Prestige ,Christopher Nolan,2006.0,Christopher Nolan,,/name/nm0634240/,1970.0,"London, England, UK", UK,49.0
Tasha Robinson,US,The Verge,Spirited Away ,Hayao Miyazaki,2001.0,Hayao Miyazaki,,/name/nm0594503/,1941.0,"Tokyo, Japan", Japan,78.0
Tasha Robinson,US,The Verge,The Incredibles ,Brad Bird,2004.0,Brad Bird,,/name/nm0083348/,1957.0,"Kalispell, Montana, USA", USA,62.0
Tasha Robinson,US,The Verge,Gosford Park ,Robert Altman,2001.0,Robert Altman,,/name/nm0000265/,1925.0,"Kansas City, Missouri, USA", USA,94.0
Tasha Robinson,US,The Verge,Memento ,Christopher Nolan,2000.0,Christopher Nolan,,/name/nm0634240/,1970.0,"London, England, UK", UK,49.0
Tasha Robinson,US,The Verge,Song of the Sea ,Tomm Moore,2014.0,Tomm Moore,,/name/nm1119079/,1977.0,"Newry, Northern Ireland, UK", UK,42.0
Tasha Robinson,US,The Verge,"Synecdoche, New York ",Charlie Kaufman,2008.0,Charlie Kaufman,,/name/nm0442109/,1958.0,"New York City, New York, USA", USA,61.0
Rene Rodriguez,US,The Miami Herald,Mulholland Drive ,David Lynch,2001.0,David Lynch,,/name/nm0000186/,1946.0,"Missoula, Montana, USA", USA,73.0
Rene Rodriguez,US,The Miami Herald,In the Mood for Love ,Wong Kar-wai,2000.0,Wong Kar-wai,,/name/nm0939182/,1956.0,"Shanghai, China", China,63.0
Rene Rodriguez,US,The Miami Herald,No Country For Old Men ,Joel and Ethan Coen,2007.0,Joel, Ethan Coen,/name/nm0001054/,1954.0,"Minneapolis, Minnesota, USA", USA,65.0
Rene Rodriguez,US,The Miami Herald,There Will Be Blood ,Paul Thomas Anderson,2007.0,Paul Thomas Anderson,,/name/nm0000759/,1970.0,"Studio City, California, USA", USA,49.0
Rene Rodriguez,US,The Miami Herald,Spirited Away ,Hayao Miyazaki,2001.0,Hayao Miyazaki,,/name/nm0594503/,1941.0,"Tokyo, Japan", Japan,78.0
Rene Rodriguez,US,The Miami Herald,City of God ,Fernando Meirelles and Kátia Lund,2002.0,Fernando Meirelles, Kátia Lund,/name/nm0576987/,1955.0,"São Paulo, São Paulo, Brazil", Brazil,64.0
Rene Rodriguez,US,The Miami Herald,Yi Yi: A One and a Two ,Edward Yang,2000.0,Edward Yang,,/name/nm0945981/,1947.0,"Shanghai, China", China,72.0
Rene Rodriguez,US,The Miami Herald,Adaptation ,Spike Jonze,2002.0,Spike Jonze,,/name/nm0005069/,1969.0,"Rockville, Maryland, USA", USA,50.0
Rene Rodriguez,US,The Miami Herald,A Separation ,Asghar Farhadi,2011.0,Asghar Farhadi,,/name/nm1410815/,1972.0,"Khomeyni Shahr, Isfahan, Iran", Iran,47.0
Rene Rodriguez,US,The Miami Herald,Elephant ,Gus Van Sant,2003.0,Gus Van Sant,,/name/nm0001814/,1952.0,"Louisville, Kentucky, USA", USA,67.0
Jonathan Romney,UK,Freelance film critic,Werckmeister Harmonies ,Béla Tarr and Ágnes Hranitzky,2000.0,Béla Tarr, Ágnes Hranitzky,/name/nm0850601/,1955.0,"Pécs, Hungary", Hungary,64.0
Jonathan Romney,UK,Freelance film critic,Syndromes and a Century ,Apichatpong Weerasethakul,2006.0,Apichatpong Weerasethakul,,/name/nm0917405/,1970.0,"Bangkok, Thailand", Thailand,49.0
Jonathan Romney,UK,Freelance film critic,My Winnipeg ,Guy Maddin,2007.0,Guy Maddin,,/name/nm0534665/,1956.0,"Winnipeg, Manitoba, Canada", Canada,63.0
Jonathan Romney,UK,Freelance film critic,35 Shots of Rum ,Claire Denis,2008.0,Claire Denis,,/name/nm0219136/,1946.0,"Paris, France", France,73.0
Jonathan Romney,UK,Freelance film critic,The Royal Tenenbaums ,Wes Anderson,2001.0,Wes Anderson,,/name/nm0027572/,1969.0,"Houston, Texas, USA", USA,50.0
Jonathan Romney,UK,Freelance film critic,The Great Beauty ,Paolo Sorrentino,2013.0,Paolo Sorrentino,,/name/nm0815204/,1970.0,"Naples, Campania, Italy", Italy,49.0
Jonathan Romney,UK,Freelance film critic,"Monsters, Inc. ","Pete Docter, David Silverman and Lee Unkrich",2001.0,"Pete Docter, David Silverman", Lee Unkrich, ,,,,
Jonathan Romney,UK,Freelance film critic,The Arbor ,Clio Barnard,2010.0,Clio Barnard,,/name/nm1163237/,,,,
Jonathan Romney,UK,Freelance film critic,The Clock ,Christian Marclay,2010.0,Christian Marclay,,/name/nm3827692/,,,,
Jonathan Romney,UK,Freelance film critic,"Goodbye, Dragon Inn ",Tsai Ming-liang,2003.0,Tsai Ming-liang,,/title/tt5012990/,,,,
Alyssa Rosenberg,US,The Washington Post,Zodiac ,David Fincher,2007.0,David Fincher,,/name/nm0000399/,1962.0,"Denver, Colorado, USA", USA,57.0
Alyssa Rosenberg,US,The Washington Post,"Crouching Tiger, Hidden Dragon ",Ang Lee,2000.0,Ang Lee,,/name/nm0000487/,1954.0,"Pingtung, Taiwan", Taiwan,65.0
Alyssa Rosenberg,US,The Washington Post,Zero Dark Thirty ,Kathryn Bigelow,2012.0,Kathryn Bigelow,,/name/nm0000941/,1951.0,"San Carlos, California, USA", USA,68.0
Alyssa Rosenberg,US,The Washington Post,Spirited Away ,Hayao Miyazaki,2001.0,Hayao Miyazaki,,/name/nm0594503/,1941.0,"Tokyo, Japan", Japan,78.0
Alyssa Rosenberg,US,The Washington Post,2046 ,Wong Kar-wai,2004.0,Wong Kar-wai,,/name/nm0939182/,1956.0,"Shanghai, China", China,63.0
Alyssa Rosenberg,US,The Washington Post,Moonrise Kingdom ,Wes Anderson,2012.0,Wes Anderson,,/name/nm0027572/,1969.0,"Houston, Texas, USA", USA,50.0
Alyssa Rosenberg,US,The Washington Post,Beasts of the Southern Wild ,Benh Zeitlin,2012.0,Benh Zeitlin,,/name/nm1022455/,1982.0,"Manhattan, New York, USA", USA,37.0
Alyssa Rosenberg,US,The Washington Post,Boyhood ,Richard Linklater,2014.0,Richard Linklater,,/name/nm0000500/,1960.0,"Houston, Texas, USA", USA,59.0
Alyssa Rosenberg,US,The Washington Post,Short Term 12 ,Destin Daniel Cretton,2013.0,Destin Daniel Cretton,,/name/nm2308774/,1978.0,"Maui, Hawaii, USA", USA,41.0
Alyssa Rosenberg,US,The Washington Post,Monster ,Patty Jenkins,2003.0,Patty Jenkins,,/name/nm0420941/,1971.0,"George Air Force Base, Victorville, California, USA", USA,48.0
E Nina Rothe,Italy,The Huffington Post,Caramel ,Nadine Labaki,2007.0,Nadine Labaki,,/name/nm1701024/,1974.0,"Beirut, Lebanon", Lebanon,45.0
E Nina Rothe,Italy,The Huffington Post,The Tiger and the Snow ,Roberto Benigni,2005.0,Roberto Benigni,,/name/nm0000905/,1952.0,"Manciano La Misericordia, Castiglion Fiorentino, Tuscany, Italy", Italy,67.0
E Nina Rothe,Italy,The Huffington Post,Taxi Tehran ,Jafar Panahi,2015.0,Jafar Panahi,,/name/nm0070159/,1960.0,"Mianeh, Azarbaijan Province, Iran", Iran,59.0
E Nina Rothe,Italy,The Huffington Post,A Borrowed Identity ,Eran Riklis,2014.0,Eran Riklis,,/name/nm0726954/,1954.0,"Beersheba, Israel", Israel,65.0
E Nina Rothe,Italy,The Huffington Post,When I Saw You ,Annemarie Jacir,2012.0,Annemarie Jacir,,/name/nm1486975/,1974.0,"Bethlehem, Palestine", Palestine,45.0
E Nina Rothe,Italy,The Huffington Post,99 Homes ,Ramin Bahrani,2014.0,Ramin Bahrani,,/name/nm1023919/,1975.0,"North Carolina, USA", USA,44.0
E Nina Rothe,Italy,The Huffington Post,Somewhere ,Sofia Coppola,2010.0,Sofia Coppola,,/name/nm0001068/,1971.0,"New York City, New York, USA", USA,48.0
E Nina Rothe,Italy,The Huffington Post,Human ,Yann Arthus-Bertrand,2015.0,Yann Arthus-Bertrand,,/name/nm0037867/,1946.0,"Paris, France", France,73.0
E Nina Rothe,Italy,The Huffington Post,Brokeback Mountain ,Ang Lee,2005.0,Ang Lee,,/name/nm0000487/,1954.0,"Pingtung, Taiwan", Taiwan,65.0
E Nina Rothe,Italy,The Huffington Post,About Elly ,Asghar Farhadi,2009.0,Asghar Farhadi,,/name/nm1410815/,1972.0,"Khomeyni Shahr, Isfahan, Iran", Iran,47.0
Joshua Rothkopf,US,Time Out New York,Zodiac ,David Fincher,2007.0,David Fincher,,/name/nm0000399/,1962.0,"Denver, Colorado, USA", USA,57.0
Joshua Rothkopf,US,Time Out New York,Mulholland Drive ,David Lynch,2001.0,David Lynch,,/name/nm0000186/,1946.0,"Missoula, Montana, USA", USA,73.0
Joshua Rothkopf,US,Time Out New York,In the Mood for Love ,Wong Kar-wai,2000.0,Wong Kar-wai,,/name/nm0939182/,1956.0,"Shanghai, China", China,63.0
Joshua Rothkopf,US,Time Out New York,Yi Yi: A One and a Two ,Edward Yang,2000.0,Edward Yang,,/name/nm0945981/,1947.0,"Shanghai, China", China,72.0
Joshua Rothkopf,US,Time Out New York,Boyhood ,Richard Linklater,2014.0,Richard Linklater,,/name/nm0000500/,1960.0,"Houston, Texas, USA", USA,59.0
Joshua Rothkopf,US,Time Out New York,American Psycho ,Mary Harron,2000.0,Mary Harron,,/name/nm0366004/,1953.0,"Bracebridge, Ontario, Canada", Canada,66.0
Joshua Rothkopf,US,Time Out New York,Lilya 4-Ever ,Lukas Moodysson,2002.0,Lukas Moodysson,,/name/nm0600546/,1969.0,"Malmö, Skåne län, Sweden", Sweden,50.0
Joshua Rothkopf,US,Time Out New York,Drive ,Nicolas Winding Refn,2011.0,Nicolas Winding Refn,,/name/nm0716347/,1970.0,"Copenhagen, Denmark", Denmark,49.0
Joshua Rothkopf,US,Time Out New York,25th Hour ,Spike Lee,2002.0,Spike Lee,,/name/nm0000490/,1957.0,"Atlanta, Georgia, USA", USA,62.0
Joshua Rothkopf,US,Time Out New York,A Serious Man ,Joel and Ethan Coen,2009.0,Joel, Ethan Coen,/name/nm0001054/,1954.0,"Minneapolis, Minnesota, USA", USA,65.0
Mohammed Rouda,Lebanon,Asharq Al-Awsat,The Tree of Life ,Terrence Malick,2011.0,Terrence Malick,,/name/nm0000517/,1943.0,"Ottawa, Illinois, USA", USA,76.0
Mohammed Rouda,Lebanon,Asharq Al-Awsat,Children of Men ,Alfonso Cuarón,2006.0,Alfonso Cuarón,,/name/nm0190859/,1961.0,"Mexico City, Distrito Federal, Mexico", Mexico,58.0
Mohammed Rouda,Lebanon,Asharq Al-Awsat,Alexandre Sokurov ,Aleksandr Sokurov,2015.0,Aleksandr Sokurov,,/name/nm0812546/,1951.0,"Podorvikha, Irkutskaya oblast, RSFSR, USSR [now Russia]", USSR [now Russia],68.0
Mohammed Rouda,Lebanon,Asharq Al-Awsat,There Will Be Blood ,Paul Thomas Anderson,2007.0,Paul Thomas Anderson,,/name/nm0000759/,1970.0,"Studio City, California, USA", USA,49.0
Mohammed Rouda,Lebanon,Asharq Al-Awsat,Letters From Iwo Jima ,Clint Eastwood,2006.0,Clint Eastwood,,/name/nm0000142/,1930.0,"San Francisco, California, USA", USA,89.0
Mohammed Rouda,Lebanon,Asharq Al-Awsat,The Death of Mr Lazarescu ,Cristi Puiu,2005.0,Cristi Puiu,,/name/nm1090998/,1967.0,"Bucharest, Romania", Romania,52.0
Mohammed Rouda,Lebanon,Asharq Al-Awsat,Paradise Now ,Hany Abu-Assad,2005.0,Hany Abu-Assad,,/name/nm0009463/,1961.0,"Nazareth, Israel", Israel,58.0
Mohammed Rouda,Lebanon,Asharq Al-Awsat,Leviathan ,Andrey Zvyagintsev,2014.0,Andrey Zvyagintsev,,/name/nm1168657/,1964.0,"Novosibirsk, Novosibirskaya oblast, RSFSR, USSR [now Russia]", USSR [now Russia],55.0
Mohammed Rouda,Lebanon,Asharq Al-Awsat,A Pigeon Sat on a Branch Reflecting on Existence ,Roy Andersson,2014.0,Roy Andersson,,/name/nm0027815/,1943.0,"Gothenburg, Västra Götalands län, Sweden", Sweden,76.0
Mohammed Rouda,Lebanon,Asharq Al-Awsat,Amélie ,Jean-Pierre Jeunet,2001.0,Jean-Pierre Jeunet,,/name/nm0000466/,1953.0,"Roanne, Loire, Rhône-Alpes, France", France,66.0
Mike Ryan,US,Uproxx,Inside Llewyn Davis ,Joel and Ethan Coen,2013.0,Joel, Ethan Coen,/name/nm0001054/,1954.0,"Minneapolis, Minnesota, USA", USA,65.0
Mike Ryan,US,Uproxx,25th Hour ,Spike Lee,2002.0,Spike Lee,,/name/nm0000490/,1957.0,"Atlanta, Georgia, USA", USA,62.0
Mike Ryan,US,Uproxx,Almost Famous ,Cameron Crowe,2000.0,Cameron Crowe,,/name/nm0001081/,1957.0,"Palm Springs, California, USA", USA,62.0
Mike Ryan,US,Uproxx,Lost in Translation ,Sofia Coppola,2003.0,Sofia Coppola,,/name/nm0001068/,1971.0,"New York City, New York, USA", USA,48.0
Mike Ryan,US,Uproxx,Punch-Drunk Love ,Paul Thomas Anderson,2002.0,Paul Thomas Anderson,,/name/nm0000759/,1970.0,"Studio City, California, USA", USA,49.0
Mike Ryan,US,Uproxx,Zodiac ,David Fincher,2007.0,David Fincher,,/name/nm0000399/,1962.0,"Denver, Colorado, USA", USA,57.0
Mike Ryan,US,Uproxx,Eternal Sunshine of the Spotless Mind ,Michel Gondry,2004.0,Michel Gondry,,/name/nm0327273/,1963.0,"Versailles, Seine-et-Oise [now Yvelines], France", France,56.0
Mike Ryan,US,Uproxx,The Social Network ,David Fincher,2010.0,David Fincher,,/name/nm0000399/,1962.0,"Denver, Colorado, USA", USA,57.0
Mike Ryan,US,Uproxx,12 Years a Slave ,Steve McQueen,2013.0,Steve McQueen,,/name/nm0000537/,1930.0,"Beech Grove, Indiana, USA", USA,89.0
Mike Ryan,US,Uproxx,Spotlight ,Tom McCarthy,2015.0,Tom McCarthy,,/name/nm0565336/,1966.0,"New Providence, New Jersey, USA", USA,53.0
Alaka Sahani,India,The Indian Express,In the Mood for Love ,Wong Kar-wai,2000.0,Wong Kar-wai,,/name/nm0939182/,1956.0,"Shanghai, China", China,63.0
Alaka Sahani,India,The Indian Express,The Lives of Others ,Florian Henckel von Donnersmarck,2006.0,Florian Henckel von Donnersmarck,,/name/nm0003697/,1973.0,"Cologne, North Rhine-Westphalia, Germany", Germany,46.0
Alaka Sahani,India,The Indian Express,Eternal Sunshine of the Spotless Mind ,Michel Gondry,2004.0,Michel Gondry,,/name/nm0327273/,1963.0,"Versailles, Seine-et-Oise [now Yvelines], France", France,56.0
Alaka Sahani,India,The Indian Express,Kill Bill: Vol. 1 ,Quentin Tarantino,2003.0,Quentin Tarantino,,/name/nm0000233/,1963.0,"Knoxville, Tennessee, USA", USA,56.0
Alaka Sahani,India,The Indian Express,Inception ,Christopher Nolan,2010.0,Christopher Nolan,,/name/nm0634240/,1970.0,"London, England, UK", UK,49.0
Alaka Sahani,India,The Indian Express,Talk to Her ,Pedro Almodóvar,2002.0,Pedro Almodóvar,,/name/nm0000264/,1949.0,"Calzada de Calatrava, Ciudad Real, Castilla-La Mancha, Spain", Spain,70.0
Alaka Sahani,India,The Indian Express,Amores Perros ,Alejandro González Iñárritu,2000.0,Alejandro González Iñárritu,,/name/nm0327944/,1963.0,"Mexico City, Distrito Federal, Mexico", Mexico,56.0
Alaka Sahani,India,The Indian Express,Infernal Affairs ,Andrew Lau and Alan Mak,2002.0,Andrew Lau, Alan Mak,/name/nm0490487/,1960.0,Hong Kong,Hong Kong,59.0
Alaka Sahani,India,The Indian Express,Lost in Translation ,Sofia Coppola,2003.0,Sofia Coppola,,/name/nm0001068/,1971.0,"New York City, New York, USA", USA,48.0
Alaka Sahani,India,The Indian Express,Shrek ,Andrew Adamson and Vicky Jenson,2001.0,Andrew Adamson, Vicky Jenson,/name/nm0011470/,1966.0,"Auckland, New Zealand", New Zealand,53.0
